Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0051632										LOC_Os04g11060.1			
OG0051633										LOC_Os04g07220.1			
OG0051634										LOC_Os04g21600.1			
OG0051635										LOC_Os04g20180.1			
OG0051636										LOC_Os04g46160.1			
OG0051637										LOC_Os04g16070.1			
OG0051638										LOC_Os04g22860.1			
OG0051639										LOC_Os04g22940.1			
OG0051640										LOC_Os04g46950.1			
OG0051641										LOC_Os04g27200.1			
OG0051642										LOC_Os04g10180.1			
OG0051643										LOC_Os04g07610.1			
OG0051644										LOC_Os04g54740.1			
OG0051645										LOC_Os04g35510.1			
OG0051646										LOC_Os04g21730.1			
OG0051647										LOC_Os04g41000.1			
OG0051648										LOC_Os04g49900.1			
OG0051649										LOC_Os04g12020.1			
OG0051650										LOC_Os04g52910.1			
OG0051651										LOC_Os04g08360.1			
OG0051652										LOC_Os04g29970.1			
OG0051653										LOC_Os04g48500.1			
OG0051654										LOC_Os04g21170.1			
OG0051655										LOC_Os04g17490.1			
OG0051656										LOC_Os04g41870.1			
OG0051657										LOC_Os04g52740.1			
OG0051658										LOC_Os04g33430.1			
OG0051659										LOC_Os04g56830.1			
OG0051660										LOC_Os04g06780.1			
OG0051661										LOC_Os04g24910.1			
OG0051662										LOC_Os04g31310.1			
OG0051663										LOC_Os04g57830.1			
OG0051664										LOC_Os04g08290.1			
OG0051665										LOC_Os04g14020.1			
OG0051666										LOC_Os04g47790.1			
OG0051667										LOC_Os04g22260.1			
OG0051668										LOC_Os04g20210.2			
OG0051669										LOC_Os04g23230.1			
OG0051670										LOC_Os04g09580.1			
OG0051671										LOC_Os04g05750.1			
OG0051672										LOC_Os04g31200.1			
OG0051673										LOC_Os04g18530.1			
OG0051674										LOC_Os04g54564.1			
OG0051675										LOC_Os04g56100.1			
OG0051676										LOC_Os04g51910.1			
OG0051677										LOC_Os04g21840.1			
OG0051678										LOC_Os04g03880.1			
OG0051679										LOC_Os04g41360.1			
OG0051680										LOC_Os04g04999.1			
OG0051681										LOC_Os04g40200.1			
OG0051682										LOC_Os04g39320.1			
OG0051683										LOC_Os04g12150.1			
OG0051684										LOC_Os04g18800.1			
OG0051685										LOC_Os04g12800.1			
OG0051686										LOC_Os04g24770.1			
OG0051687										LOC_Os04g25670.1			
OG0051688										LOC_Os04g27600.1			
OG0051689										LOC_Os04g54990.1			
OG0051690										LOC_Os04g03920.1			
OG0051691										LOC_Os04g31630.1			
OG0051692										LOC_Os04g03310.1			
OG0051693										LOC_Os04g22510.1			
OG0051694										LOC_Os04g54910.1			
OG0051695										LOC_Os04g54460.1			
OG0051696										LOC_Os04g40130.1			
OG0051697										LOC_Os04g45880.1			
OG0051698										LOC_Os04g03970.1			
OG0051699										LOC_Os04g39440.1			
OG0051700										LOC_Os04g38890.1			
OG0051701										LOC_Os04g20910.1			
OG0051702										LOC_Os04g10790.1			
OG0051703										LOC_Os04g45370.1			
OG0051704										LOC_Os04g22450.1			
OG0051705										LOC_Os04g26470.1			
OG0051706										LOC_Os04g04310.1			
OG0051707										LOC_Os04g17150.1			
OG0051708										LOC_Os04g23330.1			
OG0051709										LOC_Os04g09550.1			
OG0051710										LOC_Os04g09340.1			
OG0051711										LOC_Os04g57260.1			
OG0051712										LOC_Os04g09860.1			
OG0051713										LOC_Os04g38500.1			
OG0051714										LOC_Os04g34160.1			
OG0051715										LOC_Os04g21850.1			
OG0051716										LOC_Os04g34120.1			
OG0051717										LOC_Os04g28030.1			
OG0051718										LOC_Os04g52810.1			
OG0051719										LOC_Os04g51620.1			
OG0051720										LOC_Os04g22150.1			
OG0051721										LOC_Os04g08460.1			
OG0051722										LOC_Os04g22720.1			
OG0051723										LOC_Os04g01640.1			
OG0051724										LOC_Os04g30670.1			
OG0051725										LOC_Os04g02830.1			
OG0051726										LOC_Os04g13300.1			
OG0051727										LOC_Os04g11100.1			
OG0051728										LOC_Os04g31640.1			
OG0051729										LOC_Os04g45640.1			
OG0051730										LOC_Os04g29400.1			
OG0051731										LOC_Os04g15590.1			
OG0051732										LOC_Os04g32500.1			
OG0051733										LOC_Os04g04640.1			
OG0051734										LOC_Os04g03910.1			
OG0051735										LOC_Os04g32180.1			
OG0051736										LOC_Os04g29670.1			
OG0051737										LOC_Os04g03390.1			
OG0051738										LOC_Os04g08840.1			
OG0051739										LOC_Os04g12220.1			
OG0051740										LOC_Os04g55505.1			
OG0051741										LOC_Os04g26450.1			
OG0051742										LOC_Os04g45560.1			
OG0051743										LOC_Os04g12200.1			
OG0051744										LOC_Os04g48000.1			
OG0051745										LOC_Os04g15680.1			
OG0051746										LOC_Os04g27840.1			
OG0051747										LOC_Os04g28810.1			
OG0051748										LOC_Os04g40170.1			
OG0051749										LOC_Os04g06879.1			
OG0051750										LOC_Os04g33960.1			
OG0051751										LOC_Os04g19310.1			
OG0051752										LOC_Os04g57804.1			
OG0051753										LOC_Os04g10219.1			
OG0051754										LOC_Os04g38760.1			
OG0051755										LOC_Os04g39300.1			
OG0051756										LOC_Os04g32290.1			
OG0051757										LOC_Os04g17479.1			
OG0051758										LOC_Os04g26590.1			
OG0051759										LOC_Os04g52680.1			
OG0051760										LOC_Os04g25260.1			
OG0051761										LOC_Os04g35550.1			
OG0051762										LOC_Os04g48890.1			
OG0051763										LOC_Os04g44520.1			
OG0051764										LOC_Os04g51600.1			
OG0051765										LOC_Os04g06710.1			
OG0051766										LOC_Os04g55400.1			
OG0051767										LOC_Os04g52980.1			
OG0051768										LOC_Os04g51454.1			
OG0051769										LOC_Os04g28530.1			
OG0051770										LOC_Os04g34150.1			
OG0051771										LOC_Os04g29080.1			
OG0051772										LOC_Os04g26834.1			
OG0051773										LOC_Os04g40110.1			
OG0051774										LOC_Os04g48375.1			
OG0051775										LOC_Os04g51500.1			
OG0051776										LOC_Os04g24510.1			
OG0051777										LOC_Os04g10214.1			
OG0051778										LOC_Os04g09870.1			
OG0051779										LOC_Os04g23000.1			
OG0051780										LOC_Os04g30020.1			
OG0051781										LOC_Os04g27300.1			
OG0051782										LOC_Os04g18060.1			
OG0051783										LOC_Os04g34780.1			
OG0051784										LOC_Os04g32404.1			
OG0051785										LOC_Os04g06920.1			
OG0051786										LOC_Os04g41238.1			
OG0051787										LOC_Os04g07390.1			
OG0051788										LOC_Os04g27830.1			
OG0051789										LOC_Os04g26620.1			
OG0051790										LOC_Os04g44930.1			
OG0051791										LOC_Os04g21460.1			
OG0051792										LOC_Os04g44760.1			
OG0051793										LOC_Os04g31740.1			
OG0051794										LOC_Os04g50690.1			
OG0051795										LOC_Os04g30220.1			
OG0051796										LOC_Os04g30560.1			
OG0051797										LOC_Os04g32004.1			
OG0051798										LOC_Os04g10290.1			
OG0051799										LOC_Os04g26400.1			
OG0051800										LOC_Os04g49685.1			
OG0051801										LOC_Os04g19640.1			
OG0051802										LOC_Os04g55899.1			
OG0051803										LOC_Os04g48980.1			
OG0051804										LOC_Os04g11840.1			
OG0051805										LOC_Os04g08815.1			
OG0051806										LOC_Os04g45980.1			
OG0051807										LOC_Os04g26440.1			
OG0051808										LOC_Os04g32700.1			
OG0051809										LOC_Os04g27740.1			
OG0051810										LOC_Os04g44050.1			
OG0051811										LOC_Os04g59140.1			
OG0051812										LOC_Os04g57710.1			
OG0051813										LOC_Os04g03760.1			
OG0051814										LOC_Os04g19630.1			
OG0051815										LOC_Os04g15560.1			
OG0051816										LOC_Os04g28490.1			
OG0051817										LOC_Os04g13130.1			
OG0051818										LOC_Os04g56330.1			
OG0051819										LOC_Os04g09620.1			
OG0051820										LOC_Os04g26330.1			
OG0051821										LOC_Os04g10150.1			
OG0051822										LOC_Os04g22280.1			
OG0051823										LOC_Os04g35630.1			
OG0051824										LOC_Os04g31020.1			
OG0051825										LOC_Os04g07910.1			
OG0051826										LOC_Os04g58360.1			
OG0051827										LOC_Os04g20410.1			
OG0051828										LOC_Os04g11200.1			
OG0051829										LOC_Os04g40874.1			
OG0051830										LOC_Os04g29750.1			
OG0051831										LOC_Os04g04650.1			
OG0051832										LOC_Os04g34130.1			
OG0051833										LOC_Os04g38460.1			
OG0051834										LOC_Os04g08180.1			
OG0051835										LOC_Os04g09350.1			
OG0051836										LOC_Os04g53840.1			
OG0051837										LOC_Os04g44160.1			
OG0051838										LOC_Os04g32120.1			
OG0051839										LOC_Os04g52750.1			
OG0051840										LOC_Os04g07900.1			
OG0051841										LOC_Os04g45050.1			
OG0051842										LOC_Os04g56840.1			
OG0051843										LOC_Os04g20550.1			
OG0051844										LOC_Os04g33130.1			
OG0051845										LOC_Os04g38510.1			
OG0051846										LOC_Os04g40475.1			
OG0051847										LOC_Os04g01890.1			
OG0051848										LOC_Os04g02790.1			
OG0051849										LOC_Os04g35534.1			
OG0051850										LOC_Os04g30950.1			
OG0051851										LOC_Os04g34180.1			
OG0051852										LOC_Os04g25790.1			
OG0051853										LOC_Os04g14820.1			
OG0051854										LOC_Os04g25420.1			
OG0051855										LOC_Os04g30520.1			
OG0051856										LOC_Os04g33380.1			
OG0051857										LOC_Os07g37000.1			
OG0051858										LOC_Os07g35335.1			
OG0051859										LOC_Os07g41550.1			
OG0051860										LOC_Os07g25880.1			
OG0051861										LOC_Os07g38210.1			
OG0051862										LOC_Os07g05174.1			
OG0051863										LOC_Os07g25770.1			
OG0051864										LOC_Os07g27359.1			
OG0051865										LOC_Os07g04340.1			
OG0051866										LOC_Os07g42340.1			
OG0051867										LOC_Os07g08934.1			
OG0051868										LOC_Os07g32160.1			
OG0051869										LOC_Os07g34320.1			
OG0051870										LOC_Os07g15610.1			
OG0051871										LOC_Os07g33770.1			
OG0051872										LOC_Os07g35985.1			
OG0051873										LOC_Os07g38664.1			
OG0051874										LOC_Os07g01690.1			
OG0051875										LOC_Os07g07920.1			
OG0051876										LOC_Os07g12040.1			
OG0051877										LOC_Os07g40860.1			
OG0051878										LOC_Os07g34690.1			
OG0051879										LOC_Os07g31480.1			
OG0051880										LOC_Os07g23485.1			
OG0051881										LOC_Os07g02080.1			
OG0051882										LOC_Os07g04750.1			
OG0051883										LOC_Os07g15860.1			
OG0051884										LOC_Os07g17020.1			
OG0051885										LOC_Os07g02360.1			
OG0051886										LOC_Os07g04620.1			
OG0051887										LOC_Os07g13550.1			
OG0051888										LOC_Os07g12310.1			
OG0051889										LOC_Os07g13330.1			
OG0051890										LOC_Os07g23580.1			
OG0051891										LOC_Os07g04960.1			
OG0051892										LOC_Os07g07800.1			
OG0051893										LOC_Os07g13234.1			
OG0051894										LOC_Os07g25730.1			
OG0051895										LOC_Os07g28870.1			
OG0051896										LOC_Os07g12304.1			
OG0051897										LOC_Os07g34430.1			
OG0051898										LOC_Os07g31330.1			
OG0051899										LOC_Os07g13180.1			
OG0051900										LOC_Os07g03210.1			
OG0051901										LOC_Os07g29040.1			
OG0051902										LOC_Os07g37980.1			
OG0051903										LOC_Os07g14770.1			
OG0051904										LOC_Os07g05084.1			
OG0051905										LOC_Os07g07300.1			
OG0051906										LOC_Os07g18820.1			
OG0051907										LOC_Os07g37060.1			
OG0051908										LOC_Os07g14600.1			
OG0051909										LOC_Os07g49220.1			
OG0051910										LOC_Os07g11490.1			
OG0051911										LOC_Os07g44010.1			
OG0051912										LOC_Os07g39680.1			
OG0051913										LOC_Os07g37370.1			
OG0051914										LOC_Os07g28580.1			
OG0051915										LOC_Os07g29580.1			
OG0051916										LOC_Os07g34540.1			
OG0051917										LOC_Os07g19350.1			
OG0051918										LOC_Os07g08230.1			
OG0051919										LOC_Os07g29280.1			
OG0051920										LOC_Os07g42150.1			
OG0051921										LOC_Os07g37440.1			
OG0051922										LOC_Os07g47230.1			
OG0051923										LOC_Os07g26530.1			
OG0051924										LOC_Os07g05410.1			
OG0051925										LOC_Os07g31200.1			
OG0051926										LOC_Os07g07780.1			
OG0051927										LOC_Os07g40830.1			
OG0051928										LOC_Os07g34529.1			
OG0051929										LOC_Os07g10170.1			
OG0051930										LOC_Os07g31320.1			
OG0051931										LOC_Os07g34630.1			
OG0051932										LOC_Os07g05270.1			
OG0051933										LOC_Os07g10790.1			
OG0051934										LOC_Os07g43860.1			
OG0051935										LOC_Os07g35820.1			
OG0051936										LOC_Os07g10800.1			
OG0051937										LOC_Os07g29684.1			
OG0051938										LOC_Os07g12100.1			
OG0051939										LOC_Os07g12255.1			
OG0051940										LOC_Os07g29110.1			
OG0051941										LOC_Os07g29710.1			
OG0051942										LOC_Os07g05250.1			
OG0051943										LOC_Os07g44680.1			
OG0051944										LOC_Os07g10560.1			
OG0051945										LOC_Os07g31950.1			
OG0051946										LOC_Os07g23800.1			
OG0051947										LOC_Os07g19220.1			
OG0051948										LOC_Os07g13220.1			
OG0051949										LOC_Os07g29370.1			
OG0051950										LOC_Os07g31030.1			
OG0051951										LOC_Os07g08590.1			
OG0051952										LOC_Os07g25380.1			
OG0051953										LOC_Os07g26990.1			
OG0051954										LOC_Os07g38040.1			
OG0051955										LOC_Os07g36160.1			
OG0051956										LOC_Os07g23130.1			
OG0051957										LOC_Os07g01114.1			
OG0051958										LOC_Os07g11550.1			
OG0051959										LOC_Os07g07630.1			
OG0051960										LOC_Os07g14440.1			
OG0051961										LOC_Os07g22680.1			
OG0051962										LOC_Os07g17770.1			
OG0051963										LOC_Os07g14920.1			
OG0051964										LOC_Os07g14330.1			
OG0051965										LOC_Os07g27060.1			
OG0051966										LOC_Os07g27410.1			
OG0051967										LOC_Os07g20135.1			
OG0051968										LOC_Os07g09120.1			
OG0051969										LOC_Os07g10139.1			
OG0051970										LOC_Os07g01670.1			
OG0051971										LOC_Os07g17070.1			
OG0051972										LOC_Os07g45960.1			
OG0051973										LOC_Os07g08680.1			
OG0051974										LOC_Os07g41990.1			
OG0051975										LOC_Os07g37390.1			
OG0051976										LOC_Os07g26790.1			
OG0051977										LOC_Os07g10440.1			
OG0051978										LOC_Os07g22890.1			
OG0051979										LOC_Os07g22460.1			
OG0051980										LOC_Os07g36050.1			
OG0051981										LOC_Os07g22360.1			
OG0051982										LOC_Os07g41120.1			
OG0051983										LOC_Os07g04300.1			
OG0051984										LOC_Os07g43340.1			
OG0051985										LOC_Os07g15950.1			
OG0051986										LOC_Os07g30154.1			
OG0051987										LOC_Os07g47690.1			
OG0051988										LOC_Os07g20310.1			
OG0051989										LOC_Os07g12370.1			
OG0051990										LOC_Os07g42714.1			
OG0051991										LOC_Os07g09500.1			
OG0051992										LOC_Os07g20160.1			
OG0051993										LOC_Os07g02730.1			
OG0051994										LOC_Os07g24950.1			
OG0051995										LOC_Os07g04940.1			
OG0051996										LOC_Os07g07715.1			
OG0051997										LOC_Os07g07500.1			
OG0051998										LOC_Os07g07460.1			
OG0051999										LOC_Os07g05350.1			
OG0052000										LOC_Os07g02370.1			
OG0052001										LOC_Os07g42324.1			
OG0052002										LOC_Os07g11710.1			
OG0052003										LOC_Os07g15000.1			
OG0052004										LOC_Os07g24210.1			
OG0052005										LOC_Os07g38670.1			
OG0052006										LOC_Os07g41950.1			
OG0052007										LOC_Os07g34660.1			
OG0052008										LOC_Os07g08360.1			
OG0052009										LOC_Os07g10254.1			
OG0052010										LOC_Os07g36510.1			
OG0052011										LOC_Os07g08490.1			
OG0052012										LOC_Os07g18480.1			
OG0052013										LOC_Os07g12470.1			
OG0052014										LOC_Os07g13790.1			
OG0052015										LOC_Os07g35500.1			
OG0052016										LOC_Os07g27890.1			
OG0052017										LOC_Os07g26730.1			
OG0052018										LOC_Os07g01590.1			
OG0052019										LOC_Os07g14420.1			
OG0052020										LOC_Os07g39030.1			
OG0052021										LOC_Os07g31150.1			
OG0052022										LOC_Os07g41960.1			
OG0052023										LOC_Os07g17184.1			
OG0052024										LOC_Os07g02040.1			
OG0052025										LOC_Os07g40850.1			
OG0052026										LOC_Os07g12030.1			
OG0052027										LOC_Os07g40140.1			
OG0052028										LOC_Os07g09100.1			
OG0052029										LOC_Os07g24200.1			
OG0052030										LOC_Os07g03760.1			
OG0052031										LOC_Os07g47940.1			
OG0052032										LOC_Os07g16260.1			
OG0052033										LOC_Os07g10210.1			
OG0052034										LOC_Os07g06070.1			
OG0052035										LOC_Os07g25484.1			
OG0052036										LOC_Os07g18980.1			
OG0052037										LOC_Os07g33280.1			
OG0052038										LOC_Os07g23100.1			
OG0052039										LOC_Os07g34220.1			
OG0052040										LOC_Os07g08250.1			
OG0052041										LOC_Os07g37260.1			
OG0052042										LOC_Os07g41390.1			
OG0052043										LOC_Os07g42470.1			
OG0052044										LOC_Os07g30120.1			
OG0052045										LOC_Os07g12400.1			
OG0052046										LOC_Os07g33470.1			
OG0052047										LOC_Os07g27380.1			
OG0052048										LOC_Os07g48480.1			
OG0052049										LOC_Os07g27610.1			
OG0052050										LOC_Os07g04540.1			
OG0052051										LOC_Os07g35950.1			
OG0052052										LOC_Os07g04110.1			
OG0052053										LOC_Os07g20920.1			
OG0052054										LOC_Os07g08470.1			
OG0052055										LOC_Os07g05120.1			
OG0052056										LOC_Os07g23010.1			
OG0052057										LOC_Os07g08710.1			
OG0052058										LOC_Os07g40560.1			
OG0052059										LOC_Os07g29700.1			
OG0052060										LOC_Os07g27260.1			
OG0052061										LOC_Os07g33780.1			
OG0052062										LOC_Os07g47220.1			
OG0052063										LOC_Os07g23780.1			
OG0052064										LOC_Os07g05100.1			
OG0052065										LOC_Os07g12580.1			
OG0052066										LOC_Os07g42390.1			
OG0052067										LOC_Os07g01460.1			
OG0052068										LOC_Os07g08690.1			
OG0052069										LOC_Os07g12790.1			
OG0052070										LOC_Os07g10670.1			
OG0052071										LOC_Os07g36640.1			
OG0052072										LOC_Os07g26170.1			
OG0052073										LOC_Os07g09430.1			
OG0052074										LOC_Os07g13050.1			
OG0052075										LOC_Os07g08390.2			
OG0052076										LOC_Os07g47970.1			
OG0052077										LOC_Os07g39660.1			
OG0052078										LOC_Os07g30630.1			
OG0052079										LOC_Os07g04890.1			
OG0052080										LOC_Os07g15820.1			
OG0052081										LOC_Os07g30260.1			
OG0052082										LOC_Os07g19080.1			
OG0052083										LOC_Os07g31290.1			
OG0052084										LOC_Os07g37930.1			
OG0052085										LOC_Os07g07290.1			
OG0052086										LOC_Os07g35490.1			
OG0052087										LOC_Os07g39040.1			
OG0052088										LOC_Os07g42190.1			
OG0052089										LOC_Os07g37910.1			
OG0052090										LOC_Os07g35530.1			
OG0052091										LOC_Os07g15580.1			
OG0052092										LOC_Os07g33710.1			
OG0052093										LOC_Os07g35760.1			
OG0052094										LOC_Os07g18960.1			
OG0052095										LOC_Os07g40840.1			
OG0052096										LOC_Os07g38440.1			
OG0052097										LOC_Os07g08700.1			
OG0052098										LOC_Os07g30450.1			
OG0052099										LOC_Os07g09200.1			
OG0052100										LOC_Os07g32970.1			
OG0052101										LOC_Os07g06700.1			
OG0052102										LOC_Os07g39080.1			
OG0052103										LOC_Os07g28644.1			
OG0052104										LOC_Os07g01700.1			
OG0052105										LOC_Os07g15530.1			
OG0052106										LOC_Os07g19330.1			
OG0052107										LOC_Os07g34560.1			
OG0052108										LOC_Os07g07510.1			
OG0052109										LOC_Os07g25510.1			
OG0052110										LOC_Os07g40070.1			
OG0052111										LOC_Os07g43240.1			
OG0052112										LOC_Os07g46039.2			
OG0052113										LOC_Os07g44080.1			
OG0052114										LOC_Os07g41290.1			
OG0052115										LOC_Os07g01080.1			
OG0052116										LOC_Os07g17060.1			
OG0052117										LOC_Os07g47810.1			
OG0052118										LOC_Os07g01580.1			
OG0052119										LOC_Os07g01960.1			
OG0052120										LOC_Os07g22940.1			
OG0052121										LOC_Os07g39760.1			
OG0052122										LOC_Os07g34910.1			
OG0052123										LOC_Os07g28960.1			
OG0052124										LOC_Os07g33750.1			
OG0052125										LOC_Os07g42580.1			
OG0052126										LOC_Os07g26950.1			
OG0052127										LOC_Os07g16180.1			
OG0052128										LOC_Os07g18660.1			
OG0052129										LOC_Os07g01904.2			
OG0052130										LOC_Os07g10480.1			
OG0052131										LOC_Os07g04070.1			
OG0052132										LOC_Os07g41170.1			
OG0052133										LOC_Os07g24160.1			
OG0052134										LOC_Os07g05024.1			
OG0052135										LOC_Os07g14360.1			
OG0052136										LOC_Os07g10510.1			
OG0052137										LOC_Os07g39770.1			
OG0052138										LOC_Os07g31570.1			
OG0052139										LOC_Os07g04390.1			
OG0052140										LOC_Os07g47950.1			
OG0052141										LOC_Os07g31360.1			
OG0052142										LOC_Os07g41300.1			
OG0052143										LOC_Os07g07940.1			
OG0052144										LOC_Os07g19520.1			
OG0052145										LOC_Os07g04400.1			
OG0052146										LOC_Os07g09675.1			
OG0052147										LOC_Os07g09290.1			
OG0052148										LOC_Os07g23560.1			
OG0052149										LOC_Os07g27120.1			
OG0052150										LOC_Os07g32440.1			
OG0052151										LOC_Os07g23910.1			
OG0052152										LOC_Os07g23590.1			
OG0052153										LOC_Os07g03025.1			
OG0052154										LOC_Os07g05930.1			
OG0052155										LOC_Os07g22494.2			
OG0052156										LOC_Os07g14640.1			
OG0052157										LOC_Os07g06390.4			
OG0052158										LOC_Os07g39140.1			
OG0052159										LOC_Os07g17380.1			
OG0052160										LOC_Os07g26770.1			
OG0052161										LOC_Os07g05550.1			
OG0052162										LOC_Os07g46310.1			
OG0052163										LOC_Os07g32540.1			
OG0052164										LOC_Os07g29660.1			
OG0052165										LOC_Os07g40380.1			
OG0052166										LOC_Os07g26240.1			
OG0052167										LOC_Os07g19540.1			
OG0052168										LOC_Os07g19050.1			
OG0052169										LOC_Os07g16820.1			
OG0052170										LOC_Os07g06240.1			
OG0052171										LOC_Os07g05500.1			
OG0052172										LOC_Os07g07570.1			
OG0052173										LOC_Os07g45439.1			
OG0052174										LOC_Os07g05070.1			
OG0052175										LOC_Os07g47430.1			
OG0052176										LOC_Os07g05590.1			
OG0052177										LOC_Os07g31760.1			
OG0052178										LOC_Os07g43190.1			
OG0052179										LOC_Os07g12280.1			
OG0052180										LOC_Os07g19480.1			
OG0052181										LOC_Os07g28690.1			
OG0052182										LOC_Os07g09030.1			
OG0052183										LOC_Os07g06060.1			
OG0052184										LOC_Os07g26570.1			
OG0052185										LOC_Os07g15590.1			
OG0052186										LOC_Os07g05760.1			
OG0052187										LOC_Os07g17560.1			
OG0052188										LOC_Os07g40090.1			
OG0052189										LOC_Os07g04320.1			
OG0052190										LOC_Os07g27050.1			
OG0052191										LOC_Os07g32520.1			
OG0052192										LOC_Os07g08780.1			
OG0052193										LOC_Os07g43210.1			
OG0052194										LOC_Os07g48380.1			
OG0052195										LOC_Os07g07530.1			
OG0052196										LOC_Os07g33640.1			
OG0052197										LOC_Os07g04280.1			
OG0052198										LOC_Os07g06100.1			
OG0052199										LOC_Os07g36120.1			
OG0052200										LOC_Os07g01170.1			
OG0052201										LOC_Os07g14900.1			
OG0052202										LOC_Os07g06870.1			
OG0052203										LOC_Os07g28660.1			
OG0052204										LOC_Os07g10640.1			
OG0052205										LOC_Os07g04460.1			
OG0052206										LOC_Os07g48520.3			
OG0052207										LOC_Os07g09270.1			
OG0052208										LOC_Os07g08800.1			
OG0052209										LOC_Os07g29400.1			
OG0052210										LOC_Os07g18300.1			
OG0052211										LOC_Os07g43604.1			
OG0052212										LOC_Os07g32761.1			
OG0052213										LOC_Os07g07360.1			
OG0052214										LOC_Os07g40490.1			
OG0052215										LOC_Os07g37540.1			
OG0052216										LOC_Os07g31244.1			
OG0052217										LOC_Os07g47770.1			
OG0052218										LOC_Os07g43610.1			
OG0052219										LOC_Os07g08870.1			
OG0052220										LOC_Os07g37600.1			
OG0052221										LOC_Os07g49540.1			
OG0052222										LOC_Os07g04260.1			
OG0052223										LOC_Os07g19410.1			
OG0052224										LOC_Os07g32290.1			
OG0052225										LOC_Os07g15020.1			
OG0052226										LOC_Os07g12380.1			
OG0052227										LOC_Os07g25570.1			
OG0052228										LOC_Os07g39060.1			
OG0052229										LOC_Os07g18040.1			
OG0052230										LOC_Os07g37340.1			
OG0052231										LOC_Os07g37300.1			
OG0052232										LOC_Os07g05670.1			
OG0052233										LOC_Os07g25520.1			
OG0052234										LOC_Os07g18110.1			
OG0052235										LOC_Os07g39330.1			
OG0052236										LOC_Os07g16030.1			
OG0052237										LOC_Os07g01470.1			
OG0052238										LOC_Os07g03220.1			
OG0052239										LOC_Os07g26650.1			
OG0052240										LOC_Os07g37970.1			
OG0052241										LOC_Os07g31740.1			
OG0052242										LOC_Os07g25820.1			
OG0052243										LOC_Os07g13319.1			
OG0052244										LOC_Os07g06530.1			
OG0052245										LOC_Os07g08450.1			
OG0052246										LOC_Os07g15650.1			
OG0052247										LOC_Os07g43150.1			
OG0052248										LOC_Os07g05530.1			
OG0052249										LOC_Os07g15010.1			
OG0052250										LOC_Os07g17470.1			
OG0052251										LOC_Os07g30590.1			
OG0052252										LOC_Os07g10870.1			
OG0052253										LOC_Os07g14480.1			
OG0052254										LOC_Os07g26200.1			
OG0052255										LOC_Os07g09980.1			
OG0052256										LOC_Os07g42850.1			
OG0052257										LOC_Os07g27100.1			
OG0052258										LOC_Os07g20164.1			
OG0052259										LOC_Os07g24030.1			
OG0052260										LOC_Os07g48930.1			
OG0052261										LOC_Os07g12440.1			
OG0052262										LOC_Os07g04740.1			
OG0052263										LOC_Os07g35400.1			
OG0052264										LOC_Os07g30860.1			
OG0052265										LOC_Os07g40340.1			
OG0052266										LOC_Os07g31000.1			
OG0052267										LOC_Os07g47560.1			
OG0052268										LOC_Os07g40670.1			
OG0052269										LOC_Os07g10180.1			
OG0052270										LOC_Os07g28010.1			
OG0052271										LOC_Os07g28640.1			
OG0052272										LOC_Os07g02420.1			
OG0052273										LOC_Os07g28290.1			
OG0052274										LOC_Os07g25490.1			
OG0052275										LOC_Os07g12120.1			
OG0052276										LOC_Os07g33230.1			
OG0052277										LOC_Os07g46100.1			
OG0052278										LOC_Os07g34380.1			
OG0052279										LOC_Os07g12210.1			
OG0052280										LOC_Os07g34964.1			
OG0052281										LOC_Os07g36920.1			
OG0052282										LOC_Os07g36240.1			
OG0052283										LOC_Os07g18930.1			
OG0052284										LOC_Os07g34270.1			
OG0052285										LOC_Os07g19570.1			
OG0052286										LOC_Os07g31670.1			
OG0052287										LOC_Os07g18590.1			
OG0052288										LOC_Os07g07740.1			
OG0052289										LOC_Os07g05890.1			
OG0052290										LOC_Os07g26710.1			
OG0052291										LOC_Os07g09460.1			
OG0052292										LOC_Os07g46800.1			
OG0052293										LOC_Os07g08520.1			
OG0052294										LOC_Os07g05320.1			
OG0052295										LOC_Os07g43910.1			
OG0052296										LOC_Os07g48620.1			
OG0052297										LOC_Os07g02110.1			
OG0052298										LOC_Os07g29350.1			
OG0052299										LOC_Os07g38870.1			
OG0052300										LOC_Os07g09130.1			
OG0052301										LOC_Os07g16210.1			
OG0052302										LOC_Os07g32470.1			
OG0052303										LOC_Os07g44004.1			
OG0052304										LOC_Os07g45210.1			
OG0052305										LOC_Os07g07760.1			
OG0052306										LOC_Os07g09960.1			
OG0052307										LOC_Os07g08990.1			
OG0052308										LOC_Os07g27860.1			
OG0052309										LOC_Os07g12570.1			
OG0052310										LOC_Os07g31510.1			
OG0052311										LOC_Os07g28170.1			
OG0052312										LOC_Os07g39130.1			
OG0052313										LOC_Os07g40910.1			
OG0052314										LOC_Os07g14860.1			
OG0052315										LOC_Os07g02380.1			
OG0052316										LOC_Os07g22900.1			
OG0052317										LOC_Os07g26760.1			
OG0052318										LOC_Os07g39180.1			
OG0052319										LOC_Os07g14880.1			
OG0052320										LOC_Os07g14890.1			
OG0052321										LOC_Os07g20570.1			
OG0052322										LOC_Os07g38630.1			
OG0052323										LOC_Os07g18944.1			
OG0052324										LOC_Os07g37150.1			
OG0052325										LOC_Os07g42620.1			
OG0052326										LOC_Os07g27650.1			
OG0052327										LOC_Os07g36910.2			
